gene_1,gene_2,a1,a2,a3,a4,a5,a6
Potri.014G016500,Potri.002G118900,1,0,0.92586,1,popSegDup_6,0.08884
Potri.014G016700,Potri.002G119000,1,0,0.64412,1,popSegDup_6,0.05089
Potri.014G016800,Potri.002G119100,1,0,0.81533,1,popSegDup_6,0.17969
Potri.014G017100,Potri.002G119200,1,0,0.68302,1,popSegDup_6,0.0679
Potri.014G017300,Potri.002G119300,1,0,0.71947,1,popSegDup_6,0.14863
Potri.014G017400,Potri.002G119400,1,0,0.8814,1,popSegDup_6,0.07421
Potri.014G017900,Potri.002G119800,1,0,0.8578,1,popSegDup_6,0.07071
Potri.014G018100,Potri.002G120100,1,0,0.93252,1,popSegDup_6,*
Potri.014G018700,Potri.002G120200,1,0,0.63185,1,popSegDup_6,0.05485
Potri.014G018900,Potri.002G120400,1,0,0.90118,1,popSegDup_6,0.0829
Potri.014G019300,Potri.002G120600,1,0,0.75337,1,popSegDup_6,0.20845
Potri.014G020300,Potri.002G120900,1,0,0.70688,1,popSegDup_6,0.12566
Potri.014G020400,Potri.002G121400,1,0,0.60113,1,popSegDup_6,0.46773
Potri.014G021100,Potri.002G121500,1,0,0.8562,1,popSegDup_6,0.08454
Potri.014G022100,Potri.002G122300,1,0,0.7474,1,popSegDup_6,0.10382
Potri.014G022300,Potri.002G122400,1,0,0.68182,1,popSegDup_6,*
Potri.014G022500,Potri.002G122600,1,0,0.7259,1,popSegDup_6,0.18974
Potri.014G022800,Potri.002G122700,1,0,0.90648,1,popSegDup_6,0.09884
Potri.014G022900,Potri.002G122900,1,0,0.90597,1,popSegDup_6,0.18578
Potri.014G023000,Potri.002G123000,1,0,0.73846,1,popSegDup_6,0.13413
Potri.014G023500,Potri.002G123100,1,0,0.86359,1,popSegDup_6,0.14761
Potri.014G024200,Potri.002G123300,1,0,0.69335,1,popSegDup_6,0.03573
Potri.014G024500,Potri.002G123400,1,0,0.77333,1,popSegDup_6,0.16425
Potri.014G024700,Potri.002G123500,1,0,0.92063,1,popSegDup_6,0.10961
NaN,Potri.002G123600,1,0,0.94675,1,popSegDup_6,0.10913
Potri.014G025000,Potri.002G123800,1,0,0.89524,1,popSegDup_6,0.03126
Potri.014G025200,Potri.002G124000,1,0,0.78086,1,popSegDup_6,0.12181
Potri.014G025300,Potri.002G124100,1,0,0.94831,1,popSegDup_6,0.08353
Potri.014G025400,Potri.002G124200,1,0,0.62777,1,popSegDup_6,0.10565
Potri.014G025800,Potri.002G124400,1,0,0.65379,1,popSegDup_6,0.05721
Potri.014G026500,Potri.002G124500,1,0,0.7452,1,popSegDup_6,0.18286
Potri.014G026800,Potri.002G124600,1,0,0.80061,1,popSegDup_6,0.0944
Potri.014G027000,Potri.002G124700,1,0,0.82528,1,popSegDup_6,0.13813
Potri.014G027100,Potri.002G124800,1,0,0.86511,1,popSegDup_6,0.10455
Potri.014G027300,Potri.002G125000,1,0,0.71429,1,popSegDup_6,0.07708
Potri.014G027900,Potri.002G1252001,1,0,0.76052,1,popSegDup_6,0.09403
Potri.014G028300,Potri.002G125700,1,0,0.77803,1,popSegDup_6,0.18634
Potri.014G028900,Potri.002G125800,1,0,0.90127,1,popSegDup_6,0.082
Potri.014G029000,Potri.002G125900,1,0,0.68037,1,popSegDup_6,0.09553
Potri.014G029100,Potri.002G126100,1,0,0.89533,1,popSegDup_6,0.0943
Potri.014G029300,NaN,1,0,0.83936,1,popSegDup_6,0.07155
Potri.014G029400,Potri.002G126300,1,0,0.91657,1,popSegDup_6,0.05089
Potri.014G029800,Potri.002G126700,1,0,0.62925,1,popSegDup_6,0.08941
Potri.014G030000,Potri.002G126800,1,0,0.92035,1,popSegDup_6,0.16008
Potri.014G031100,Potri.002G127100,1,0,0.64448,1,popSegDup_6,0.09708
Potri.014G031200,Potri.002G127300,1,0,0.90068,1,popSegDup_6,0.04691
NaN,NaN,1,0,0.7329,1,popSegDup_6,*
Potri.014G031900,Potri.002G127700,1,0,0.65198,1,popSegDup_6,0.09787
Potri.014G032300,Potri.002G127800,1,0,0.78788,1,popSegDup_6,0.09787
Potri.014G032900,Potri.002G127900,1,0,0.99389,1,popSegDup_6,0.09814
Potri.014G033900,Potri.002G128300,1,0,0.62791,1,popSegDup_6,0.57036
Potri.014G034600,Potri.002G128100,1,0,0.77494,1,popSegDup_6,0.04067
Potri.014G034900,Potri.002G128500,1,0,0.71067,1,popSegDup_6,0.08353
Potri.014G035000,Potri.002G128800,1,0,0.92739,1,popSegDup_6,0.12566
Potri.014G035100,Potri.002G128900,1,0,0.71602,1,popSegDup_6,0.0613
Potri.014G035500,Potri.002G129100,1,0,0.66936,1,popSegDup_6,0.12409
Potri.014G035700,Potri.002G129300,1,0,0.84454,1,popSegDup_6,0.14093
Potri.014G035800,Potri.002G129400,1,0,0.84089,1,popSegDup_6,0.13285
Potri.014G036200,Potri.002G129500,1,0,0.76461,1,popSegDup_6,0.14078
Potri.014G037100,Potri.002G130100,1,0,0.98721,1,popSegDup_6,0.07259
Potri.014G038300,Potri.002G130300,1,0,0.79923,1,popSegDup_6,0.07195
Potri.014G038400,Potri.002G130400,1,0,0.84465,1,popSegDup_6,0.13353
Potri.014G038500,Potri.002G130500,1,0,0.74882,1,popSegDup_6,*
Potri.014G038700,Potri.002G130700,1,0,0.85727,1,popSegDup_6,0.09881
Potri.014G039100,Potri.002G131400,1,0,0.91213,1,popSegDup_6,0.08058
Potri.014G039600,Potri.002G132200,1,0,0.76112,1,popSegDup_6,0.13036
Potri.014G039900,Potri.002G132700,1,0,0.85782,1,popSegDup_6,0.09286
Potri.014G040300,Potri.002G132900,1,0,0.87867,1,popSegDup_6,0.05382
Potri.014G040400,Potri.002G133000,1,0,0.8617,1,popSegDup_6,0.08238
Potri.014G040600,Potri.002G133100,1,0,0.87312,1,popSegDup_6,0.12861
Potri.014G040800,Potri.002G133300,1,0,0.74713,1,popSegDup_6,0.08935
Potri.014G041000,Potri.002G133400,1,0,0.79491,1,popSegDup_6,0.19283
Potri.014G041200,Potri.002G133500,1,0,0.90605,1,popSegDup_6,0.17727
Potri.014G041600,Potri.002G133700,1,0,0.7812,1,popSegDup_6,0.08098
Potri.014G041700,Potri.002G133800,1,0,0.8083,1,popSegDup_6,0.08979
Potri.014G042000,Potri.002G134000,1,0,0.79723,1,popSegDup_6,0.27981
Potri.014G042200,Potri.002G134100,1,0,0.88152,1,popSegDup_6,0.08531
Potri.014G042300,Potri.002G134200,1,0,0.89341,1,popSegDup_6,0.16212
Potri.014G042600,Potri.002G134300,1,0,0.66107,1,popSegDup_6,0.02273
Potri.014G042700,Potri.002G134400,1,0,0.89821,1,popSegDup_6,0.06431
Potri.014G043000,Potri.002G134500,1,0,0.76771,1,popSegDup_6,0.16045
Potri.014G043300,Potri.002G134600,1,0,0.93399,1,popSegDup_6,0.1159
Potri.014G043400,Potri.002G134800,1,0,0.65057,1,popSegDup_6,0.11157
Potri.014G043700,Potri.002G135300,1,0,0.96257,1,popSegDup_6,0.06461
Potri.014G043800,Potri.002G135400,1,0,0.68114,1,popSegDup_6,0.15923
Potri.014G044000,Potri.002G135600,1,0,0.856,1,popSegDup_6,0.15508
Potri.014G044300,NaN,1,0,0.69395,1,popSegDup_6,0.03335
Potri.014G044500,Potri.002G136000,1,0,0.79089,1,popSegDup_6,0.03391
Potri.014G045100,Potri.002G136400,1,0,0.80227,1,popSegDup_6,0.1237
Potri.014G045200,Potri.002G136500,1,0,0.87676,1,popSegDup_6,0.08126
Potri.014G045500,Potri.002G136700,1,0,0.85285,1,popSegDup_6,0.10427
Potri.014G046000,Potri.002G137100,1,0,0.63847,1,popSegDup_6,0.07582
Potri.014G047200,Potri.002G137400,1,0,0.93704,1,popSegDup_6,0.05268
Potri.014G047400,Potri.002G137600,1,0,0.70927,1,popSegDup_6,0.14832
Potri.014G047500,Potri.002G137700,1,0,0.88403,1,popSegDup_6,0.15221
Potri.014G047700,Potri.002G137900,1,0,0.67448,1,popSegDup_6,0.87893
Potri.014G049400,Potri.002G138400,1,0,0.98131,1,popSegDup_6,0.07286
Potri.014G049800,Potri.002G138700,1,0,0.87027,1,popSegDup_6,0.07029
Potri.014G049900,Potri.002G138800,1,0,0.94389,1,popSegDup_6,0.19766
Potri.014G050000,Potri.002G138900,1,0,0.64103,1,popSegDup_6,0.09708
Potri.014G050300,Potri.002G139400,1,0,0.91029,1,popSegDup_6,0.0472
Potri.014G051200,Potri.002G139500,1,0,0.63047,1,popSegDup_6,0.17275
Potri.014G051300,Potri.002G139600,1,0,0.82,1,popSegDup_6,0.04882
Potri.014G051500,Potri.002G139700,1,0,0.72649,1,popSegDup_6,0.11095
NaN,NaN,1,0,0.82597,1,popSegDup_6,0.20273
Potri.014G052100,Potri.002G139900,1,0,0.88431,1,popSegDup_6,0.05977
Potri.014G052400,Potri.002G140100,1,0,0.98925,1,popSegDup_6,0.10382
Potri.014G052600,Potri.002G140200,1,0,0.72698,1,popSegDup_6,0.10797
Potri.014G052900,Potri.002G140300,1,0,0.71212,1,popSegDup_6,*
Potri.014G053300,Potri.002G140400,1,0,0.87879,1,popSegDup_6,0.235
Potri.014G053500,Potri.002G140500,1,0,0.72114,1,popSegDup_6,0.05382
NaN,Potri.002G140700,1,1,0.8367,1,popSegDup_6,0.03799
NaN,Potri.002G140800,1,0,0.6019,1,popSegDup_6,0.10034
NaN,Potri.002G140900,1,1,0.75117,1,popSegDup_6,0.10331
Potri.014G054400,Potri.002G140700,1,1,0.84603,1,popSegDup_6,0.03799
Potri.014G054700,Potri.002G140900,1,1,0.70892,1,popSegDup_6,0.09553
Potri.014G054800,Potri.002G141000,1,0,0.79756,1,popSegDup_6,0.13785
Potri.014G055700,Potri.002G141200,1,0,0.62676,1,popSegDup_6,0.11369
Potri.014G056300,Potri.002G141400,1,0,0.91397,1,popSegDup_6,0.10756
Potri.014G057300,Potri.002G141500,1,0,1,1,popSegDup_6,0.17834
Potri.014G057800,Potri.002G142400,1,0,0.73536,1,popSegDup_6,0.15114
Potri.014G058300,Potri.002G142600,1,0,0.93502,1,popSegDup_6,0.13118
Potri.014G058500,Potri.002G142700,1,0,0.94888,1,popSegDup_6,0.19865
Potri.014G058600,Potri.002G142800,1,0,0.71947,1,popSegDup_6,0.13036
Potri.014G058700,Potri.002G142900,1,0,0.71927,1,popSegDup_6,0.18198
Potri.014G058800,Potri.002G143000,1,0,0.62751,1,popSegDup_6,0.06196
Potri.014G059100,Potri.002G143200,1,0,0.80348,1,popSegDup_6,0.06752
Potri.014G059300,Potri.002G144900,1,0,0.71881,1,popSegDup_6,0.16425
Potri.014G060200,Potri.002G144700,1,0,0.69134,1,popSegDup_6,0.05493
Potri.014G060300,Potri.002G144600,1,0,0.93281,1,popSegDup_6,0.14384
Potri.014G060900,Potri.002G144000,1,0,0.67305,1,popSegDup_6,0.01724
NaN,Potri.002G143900,1,0,0.90167,1,popSegDup_6,0.13722
Potri.014G066200,Potri.002G143600,1,0,0.79421,1,popSegDup_6,0.15793
Potri.014G066400,Potri.002G143400,1,0,0.95096,1,popSegDup_6,0.12836
Potri.014G066500,Potri.002G143300,1,0,0.80514,1,popSegDup_6,0.10191
Potri.014G066600,Potri.002G145000,1,0,0.82411,1,popSegDup_6,0.12423
Potri.014G066800,Potri.002G145200,1,0,0.61055,1,popSegDup_6,0.20993
Potri.014G066900,Potri.002G145300,1,0,0.83898,1,popSegDup_6,0.18145
Potri.014G067000,Potri.002G145400,1,0,0.68309,1,popSegDup_6,0.05776
Potri.014G067100,Potri.002G145500,1,0,0.89601,1,popSegDup_6,0.06461
Potri.014G067500,Potri.002G145800,1,0,0.75,1,popSegDup_6,0.10679
Potri.014G067700,Potri.002G146200,1,0,0.95402,1,popSegDup_6,0.07011
Potri.014G068300,Potri.002G146400,1,0,0.82743,1,popSegDup_6,0.05889
Potri.014G068400,Potri.002G146500,1,0,0.90056,1,popSegDup_6,0.04514
Potri.014G068600,Potri.002G146800,1,0,0.98065,1,popSegDup_6,0.20887
Potri.014G068700,Potri.002G147000,1,0,0.86469,1,popSegDup_6,0.07708
Potri.014G069200,Potri.002G147300,1,0,0.78549,1,popSegDup_6,0.06338
Potri.014G069400,Potri.002G148100,1,0,0.77264,1,popSegDup_6,0.0963
Potri.014G069700,Potri.002G148200,1,0,0.76148,1,popSegDup_6,0.05739
Potri.014G069800,Potri.002G148300,1,0,0.97222,1,popSegDup_6,0.12181
Potri.014G070000,Potri.002G148600,1,0,0.93333,1,popSegDup_6,0.10785
Potri.014G070600,Potri.002G149200,1,0,0.90092,1,popSegDup_6,0.09684
Potri.014G070800,Potri.002G149300,1,0,0.7365,1,popSegDup_6,0.05889
Potri.014G070900,Potri.002G149400,1,0,0.91219,1,popSegDup_6,0.10366
Potri.014G071100,Potri.002G149500,1,0,0.91895,1,popSegDup_6,0.15269
Potri.014G071200,Potri.002G149600,1,0,0.64912,1,popSegDup_6,*
Potri.014G071600,Potri.002G149700,1,0,0.9822,1,popSegDup_6,0.26815
Potri.014G072800,Potri.002G150700,1,0,0.92498,1,popSegDup_6,0.1017
Potri.014G072900,Potri.002G150800,1,0,0.78736,1,popSegDup_6,0.12852
NaN,NaN,1,0,0.67355,1,popSegDup_6,0.10034
NaN,Potri.002G151000,1,0,0.68018,1,popSegDup_6,0.09116
Potri.014G073400,Potri.002G151100,1,0,0.66319,1,popSegDup_6,0.22599
Potri.014G073700,Potri.002G151300,1,0,0.85254,1,popSegDup_6,0.06752
Potri.014G073800,Potri.002G151400,1,0,0.77794,1,popSegDup_6,0.082
Potri.014G074000,Potri.002G151500,1,0,0.63259,1,popSegDup_6,0.07155
NaN,NaN,1,0,0.6745,1,popSegDup_6,*
Potri.014G074300,Potri.002G151800,1,0,0.8651,1,popSegDup_6,0.14761
Potri.014G074700,Potri.002G152100,1,0,0.78595,1,popSegDup_6,0.07762
Potri.005G057400,Potri.007G110700,1,0,0.6375,1,popSegDup_7,*
Potri.005G057500,Potri.007G110600,1,0,0.84816,1,popSegDup_7,0.28266
Potri.005G057600,Potri.007G110500,1,0,0.61142,1,popSegDup_7,0.13344
Potri.005G057900,Potri.007G110000,1,0,0.82773,1,popSegDup_7,0.07533
Potri.005G058000,Potri.007G109900,1,0,0.74135,1,popSegDup_7,0.12307
Potri.005G058200,Potri.007G109700,1,0,0.76779,1,popSegDup_7,0.14045
Potri.005G058900,Potri.007G109100,1,0,0.62889,1,popSegDup_7,0.15862
Potri.005G059900,Potri.007G108800,1,0,0.76644,1,popSegDup_7,0.16425
Potri.005G060000,Potri.007G108600,1,0,0.93958,1,popSegDup_7,0.18468
Potri.005G061000,Potri.007G107900,1,0,0.83656,1,popSegDup_7,0.04963
Potri.005G061100,Potri.007G107800,1,0,0.74861,1,popSegDup_7,0.12712
Potri.005G061200,Potri.007G107500,1,0,0.72222,1,popSegDup_7,*
Potri.005G061400,Potri.007G107400,1,0,0.82991,1,popSegDup_7,0.09956
Potri.005G061500,Potri.007G107300,1,0,0.75725,1,popSegDup_7,0.18166
Potri.005G061600,Potri.007G107200,1,0,0.89734,1,popSegDup_7,0.07207
Potri.005G061700,Potri.007G107100,1,0,0.94595,1,popSegDup_7,0.11413
Potri.005G062500,Potri.007G106800,1,0,0.73927,1,popSegDup_7,0.11479
Potri.005G063000,Potri.007G106300,1,0,0.79962,1,popSegDup_7,0.07762
Potri.005G063200,Potri.007G106100,1,0,0.83265,1,popSegDup_7,0.04169
Potri.005G063300,Potri.007G105900,1,0,0.91243,1,popSegDup_7,0.05362
Potri.005G063400,Potri.007G105800,1,0,0.78507,1,popSegDup_7,0.09708
Potri.005G063500,Potri.007G105500,1,0,0.96991,1,popSegDup_7,0.03848
Potri.005G063700,Potri.007G105300,1,0,0.77586,1,popSegDup_7,0.12929
Potri.005G063900,Potri.007G105100,1,0,0.78052,1,popSegDup_7,0.15508
Potri.005G064100,Potri.007G105000,1,0,0.77372,1,popSegDup_7,0.06068
Potri.005G064300,Potri.007G104800,1,0,0.90869,1,popSegDup_7,0.05967
Potri.005G065100,Potri.007G104300,1,1,0.63289,1,popSegDup_7,0.10161
NaN,Potri.007G104300,1,1,0.69412,1,popSegDup_7,0.10679
Potri.005G065200,Potri.007G104000,1,0,0.85009,1,popSegDup_7,0.10826
Potri.005G065400,Potri.007G103800,1,0,0.8602,1,popSegDup_7,0.07708
Potri.005G065700,Potri.007G103700,1,0,0.73387,1,popSegDup_7,0.10455
Potri.005G066200,Potri.007G101800,1,1,0.78309,1,popSegDup_7,0.30545
Potri.005G066200,Potri.007G103400,1,1,0.7261,1,popSegDup_7,0.50382
Potri.005G066500,Potri.007G103000,1,0,0.63277,1,popSegDup_7,0.06392
Potri.005G066600,Potri.007G102800,1,0,0.78316,1,popSegDup_7,0.10082
Potri.005G067000,Potri.007G102400,1,0,0.78261,1,popSegDup_7,0.10293
Potri.005G067200,Potri.007G102100,1,0,0.70477,1,popSegDup_7,0.14887
Potri.005G067300,Potri.007G102000,1,0,0.74669,1,popSegDup_7,0.10438
Potri.005G067500,Potri.007G101800,1,1,0.86397,1,popSegDup_7,0.08353
Potri.005G067500,Potri.007G103400,1,1,0.73297,1,popSegDup_7,0.13413
Potri.005G067700,Potri.007G101500,1,0,0.93548,1,popSegDup_7,0.05362
Potri.005G068100,Potri.007G101000,1,0,0.83518,1,popSegDup_7,0.0759
Potri.005G068700,Potri.007G100600,1,0,0.78297,1,popSegDup_7,0.16271
NaN,NaN,1,0,0.76062,1,popSegDup_7,0.28768
Potri.005G068900,Potri.007G100100,1,0,0.91953,1,popSegDup_7,0.06048
Potri.005G069000,Potri.007G100000,1,0,0.87648,1,popSegDup_7,0.15769
Potri.005G069400,Potri.007G099600,1,0,0.70614,1,popSegDup_7,0.25758
Potri.005G069500,Potri.007G099400,1,0,0.8894,1,popSegDup_7,0.06068
Potri.005G069600,Potri.007G099200,1,0,0.80337,1,popSegDup_7,0.15923
Potri.005G070100,Potri.007G098900,1,0,0.69423,1,popSegDup_7,0.08814
Potri.005G070300,Potri.007G098600,1,0,0.87441,1,popSegDup_7,0.11095
Potri.005G070400,Potri.007G098500,1,0,0.66864,1,popSegDup_7,0.08353
Potri.005G070500,Potri.007G098400,1,0,0.85677,1,popSegDup_7,0.04794
Potri.005G070900,Potri.007G097900,1,0,0.85425,1,popSegDup_7,0.09496
Potri.005G071100,Potri.007G097600,1,0,0.63404,1,popSegDup_7,0.11339
Potri.005G071300,Potri.007G097500,1,0,0.67431,1,popSegDup_7,0.1736
Potri.005G071600,Potri.007G097300,1,0,0.8614,1,popSegDup_7,0.03573
NaN,NaN,1,0,0.68585,1,popSegDup_7,0.0613
Potri.005G071900,Potri.007G097100,1,0,0.8649,1,popSegDup_7,0.09286
Potri.005G072000,Potri.007G097000,1,0,0.64903,1,popSegDup_7,0.07155
Potri.005G072200,Potri.007G096800,1,0,0.80864,1,popSegDup_7,0.06727
Potri.005G072300,Potri.007G096700,1,0,1,1,popSegDup_7,0.14384
Potri.005G072400,Potri.007G096600,1,0,0.68854,1,popSegDup_7,0.11298
Potri.005G072500,Potri.007G096500,1,0,0.85877,1,popSegDup_7,0.10034
Potri.005G072600,Potri.007G0964002,1,0,0.87147,1,popSegDup_7,0.09488
Potri.005G072700,Potri.007G096300,1,0,0.98617,1,popSegDup_7,0.05977
Potri.005G072800,Potri.007G096200,1,0,0.89912,1,popSegDup_7,0.10853
Potri.005G073000,Potri.007G096000,1,0,0.9636,1,popSegDup_7,0.04549
NaN,Potri.007G095800,1,0,0.78541,1,popSegDup_7,0.14925
Potri.005G073200,NaN,1,0,0.71304,1,popSegDup_7,0
Potri.005G073300,Potri.007G095700,1,0,0.75782,1,popSegDup_7,0.07708
Potri.005G073700,Potri.007G095400,1,0,0.62082,1,popSegDup_7,0.13722
Potri.005G073800,Potri.007G095000,1,0,0.65902,1,popSegDup_7,0.57105
NaN,Potri.007G094900,1,0,0.88416,1,popSegDup_7,0.11034
Potri.005G073900,NaN,1,0,0.77966,1,popSegDup_7,0.12566
Potri.005G074200,Potri.007G094500,1,0,0.85278,1,popSegDup_7,0.0725
Potri.005G074400,Potri.007G094000,1,0,0.7955,1,popSegDup_7,0.08568
Potri.005G074500,Potri.007G093900,1,0,0.84724,1,popSegDup_7,0.04056
Potri.005G074900,Potri.007G093600,1,0,0.97943,1,popSegDup_7,0.0733
Potri.005G075100,Potri.007G093400,1,0,0.75491,1,popSegDup_7,0.12378
Potri.005G075400,Potri.007G093000,1,0,0.75224,1,popSegDup_7,0.082
Potri.005G075600,Potri.007G092800,1,0,0.9,1,popSegDup_7,0.10565
Potri.005G075800,Potri.007G092700,1,0,0.79297,1,popSegDup_7,0.02381
Potri.005G075900,Potri.007G092500,1,0,0.94673,1,popSegDup_7,0.09488
Potri.005G076000,Potri.007G092400,1,0,0.79417,1,popSegDup_7,0.04823
Potri.005G076100,Potri.007G092300,1,0,0.81775,1,popSegDup_7,0.08126
Potri.005G076200,Potri.007G092200,1,0,0.6766,1,popSegDup_7,0.07541
Potri.005G076300,Potri.007G092100,1,0,0.92173,1,popSegDup_7,0.05448
Potri.005G076500,Potri.007G091900,1,0,0.72996,1,popSegDup_7,0.07623
Potri.005G076800,Potri.007G091200,1,0,0.7995,1,popSegDup_7,0.08071
Potri.005G076900,Potri.007G091000,1,0,0.7535,1,popSegDup_7,0.31285
Potri.005G077200,Potri.007G090900,1,0,0.96041,1,popSegDup_7,0.09462
Potri.005G077300,Potri.007G090600,1,0,0.74457,1,popSegDup_7,0.07155
Potri.005G077400,Potri.007G090500,1,0,0.71166,1,popSegDup_7,0.06588
Potri.005G077600,Potri.007G090400,1,0,0.92308,1,popSegDup_7,0.12423
Potri.005G078000,Potri.007G089900,1,0,0.72611,1,popSegDup_7,0.09403
Potri.005G078200,Potri.007G089600,1,0,0.87117,1,popSegDup_7,0
Potri.005G078500,Potri.007G089400,1,0,0.81159,1,popSegDup_7,0.17778
Potri.005G078600,Potri.007G089200,1,0,0.6225,1,popSegDup_7,0.11479
Potri.005G0787002,Potri.007G0890002,1,0,0.97462,1,popSegDup_7,0.09685
Potri.005G078900,Potri.T080100.1,1,0,0.62318,1,popSegDup_7,*
Potri.005G079000,Potri.007G088700,1,0,0.82498,1,popSegDup_7,0.10628
Potri.005G079100,Potri.007G088500,1,0,0.72855,1,popSegDup_7,0.11157
Potri.005G079200,Potri.T079800.3,1,0,0.88732,1,popSegDup_7,0.15923
Potri.005G079400,Potri.T079500.1,1,0,0.89079,1,popSegDup_7,0.1159
Potri.005G079600,Potri.007G087800,1,0,0.8538,1,popSegDup_7,0.1316
Potri.005G079800,Potri.007G087300,1,0,0.88959,1,popSegDup_7,0.13722
Potri.005G080100,Potri.007G087200,1,0,0.92561,1,popSegDup_7,0.10471
Potri.005G080200,Potri.007G087100,1,0,0.73239,1,popSegDup_7,0.03498
Potri.005G080700,Potri.007G086800,1,0,0.9913,1,popSegDup_7,0.13882
Potri.005G081100,Potri.007G086400,1,0,0.83648,1,popSegDup_7,*
Potri.005G081400,Potri.007G086000,1,0,0.80769,1,popSegDup_7,*
Potri.005G081500,Potri.007G085900,1,0,0.93967,1,popSegDup_7,0.15415
Potri.005G082000,Potri.007G085700,1,0,0.80715,1,popSegDup_7,0.14179
Potri.005G082200,Potri.007G085300,1,0,0.74562,1,popSegDup_7,0.06677
Potri.005G082500,Potri.007G085100,1,0,0.6734,1,popSegDup_7,0.15337
Potri.005G082600,Potri.007G085200,1,0,0.90541,1,popSegDup_7,0.10853
Potri.005G083000,Potri.007G082800,1,0,0.65358,1,popSegDup_7,0.10794
Potri.005G0832000,Potri.007G0825003,1,0,0.85354,1,popSegDup_7,0.06226
Potri.005G083400,NaN,1,0,0.71822,1,popSegDup_7,0.06677
Potri.005G083800,Potri.007G081900,1,0,0.76371,1,popSegDup_7,0.04963
Potri.005G084500,Potri.007G081200,1,0,0.84105,1,popSegDup_7,0.22401
Potri.005G084600,Potri.007G081000,1,0,0.85366,1,popSegDup_7,0.06068
Potri.005G084700,Potri.007G080800,1,0,0.76087,1,popSegDup_7,*
Potri.005G084800,Potri.007G080600,1,0,0.69123,1,popSegDup_7,0.0789
Potri.005G084900,Potri.007G080400,1,0,1,1,popSegDup_7,0.1159
Potri.005G085100,Potri.007G080100,1,0,0.8974,1,popSegDup_7,0.05106
Potri.005G085200,Potri.007G079800,1,0,0.62791,1,popSegDup_7,0.02942
Potri.005G085500,Potri.007G079500,1,0,0.78656,1,popSegDup_7,0.08912
Potri.005G085600,Potri.007G079300,1,0,0.8029,1,popSegDup_7,0.06613
Potri.005G085700,Potri.007G079200,1,0,0.70448,1,popSegDup_7,0.17114
Potri.005G086100,Potri.007G078700,1,0,0.71915,1,popSegDup_7,0.06518
NaN,Potri.007G078600,1,0,0.71412,1,popSegDup_7,0.09344
Potri.005G086200,Potri.007G078400,1,0,0.87624,1,popSegDup_7,0.05939
Potri.005G086500,Potri.007G078100,1,0,0.64858,1,popSegDup_7,0.04022
Potri.005G086700,Potri.007G077900,1,0,0.91215,1,popSegDup_7,0.04766
Potri.005G086800,Potri.007G077700,1,0,0.6851,1,popSegDup_7,0.16361
Potri.005G087000,Potri.007G077300,1,0,0.83125,1,popSegDup_7,*
Potri.005G087100,Potri.007G076900,1,0,0.9593,1,popSegDup_7,0.04169
Potri.005G087200,Potri.007G076800,1,0,0.62777,1,popSegDup_7,0.04766
Potri.005G087300,Potri.007G076700,1,0,0.91947,1,popSegDup_7,0.10617
Potri.005G087500,Potri.007G076500,1,0,0.91104,1,popSegDup_7,0.09021
Potri.005G087600,Potri.007G076300,1,0,0.88546,1,popSegDup_7,0.04691
Potri.005G087700,Potri.007G076200,1,0,0.82707,1,popSegDup_7,0.09708
NaN,NaN,1,0,0.80252,1,popSegDup_7,0.04766
Potri.005G088600,Potri.007G076100,1,1,0.93296,1,popSegDup_7,0.1024
Potri.005G089000,Potri.007G075400,1,0,0.80921,1,popSegDup_7,0.09116
Potri.005G089100,Potri.007G076100,1,1,0.84497,1,popSegDup_7,0.10913
Potri.005G089200,Potri.007G074800,1,0,0.93252,1,popSegDup_7,0.09152
Potri.005G089500,Potri.007G074500,1,0,0.90099,1,popSegDup_7,0.12836
Potri.005G089700,Potri.007G074200,1,0,0.75536,1,popSegDup_7,0.09186
Potri.005G090000,NaN,1,0,0.76077,1,popSegDup_7,0.08353
Potri.005G090100,NaN,1,0,0.93789,1,popSegDup_7,0.04447
Potri.005G090300,NaN,1,0,0.61314,1,popSegDup_7,0.15233
Potri.005G090700,Potri.007G073900,1,0,0.8346,1,popSegDup_7,0.10834
Potri.005G090800,Potri.007G073200,1,0,0.62769,1,popSegDup_7,0.07828
NaN,Potri.007G072500,1,0,0.74677,1,popSegDup_7,0.08063
Potri.005G092200,Potri.007G072100,1,0,0.90476,1,popSegDup_7,0.03878
Potri.005G092500,Potri.007G071800,1,0,0.98104,1,popSegDup_7,0.12058
Potri.005G092700,Potri.007G071600,1,0,0.61446,1,popSegDup_7,0.08889
Potri.005G092900,Potri.007G071400,1,0,0.73138,1,popSegDup_7,0.06258
NaN,NaN,1,0,0.64664,1,popSegDup_7,0.06677
Potri.005G093300,NaN,1,0,0.86265,1,popSegDup_7,0.0966
Potri.005G094200,Potri.007G070100,1,0,0.89913,1,popSegDup_7,0.08979
Potri.005G0946001,Potri.007G070700,1,0,0.75519,1,popSegDup_7,0.09154
Potri.005G094900,Potri.007G070900,1,0,0.72344,1,popSegDup_7,0.0686
Potri.005G096400,Potri.007G067800,1,0,0.89399,1,popSegDup_7,0.26531
Potri.005G096600,Potri.007G067600,1,0,0.71429,1,popSegDup_7,0.15644
Potri.005G096700,Potri.007G067500,1,0,0.82759,1,popSegDup_7,0.16824
Potri.005G096800,Potri.007G067300,1,0,0.65517,1,popSegDup_7,0.18824
